CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
b490c8879931,youthful_galileo,56.26%,189.3MiB/1.907GiB,9.69%,6.66MB/90.5kB,2,0B/0B,0,07:13:10
a194f1f429c7,blissful_brattain,100.25%,209.1MiB/1.907GiB,10.71%,7.34MB/97.8kB,3,0B/0B,0,07:13:10
889de9a3d13c,clever_tereshkova,0.00%,213.2MiB/1.907GiB,10.92%,7.32MB/94.9kB,4,0B/1.06MB,0,07:13:10
7f56c83f133e,gracious_booth,101.20%,227.2MiB/1.907GiB,11.64%,7.34MB/104kB,5,0B/1.08MB,0,07:13:10
64bd4c4ff774,heuristic_proskuriakova,101.78%,241.7MiB/1.907GiB,12.38%,7.34MB/101kB,6,0B/909kB,0,07:13:10
0c15d5ee4a3f,zealous_wescoff0,17.25%,228.4MiB/1.907GiB,11.69%,7.35MB/117kB,7,0B/2.17MB,0,07:13:10
c04722f917fc,angry_hoover7,0.00%,292.8MiB/1.907GiB,14.99%,7.34MB/131kB,8,0B/2.17MB,0,07:13:10
037e1056fce5,upbeat_swanson,0.74%,311.5MiB/1.907GiB,15.95%,7.38MB/1.29MB,9,0B/1.11MB,0,07:13:10
