calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
11.92,4.48,243.9,2.86,0.0,0.0,0.0,62.66,10.69,56.87
1.48,0.0,0.0,0.0,2276.837167335474,0.22077319676881696,-19.925906010929815,0.0,5.88,51.23
0.61,0.0,0.0,0.0,2371.2934372591735,0.21636862673647103,-20.218851801835893,0.0,8.08,45.76
4.74,0.0,0.0,0.0,495.4946175238962,0.17607802317545476,0.4203226790146083,0.0,1.36,19.98
1.38,0.0,0.0,0.0,4408.614755568928,0.21589001885359843,-18.393548186698407,0.0,1.85,20.97
0.62,0.0,0.0,0.0,2619.6737958945537,0.22530947545025903,-20.525538655837487,0.0,7.28,45.04
4.22,0.0,0.0,0.0,2903.3756253641977,0.22232242091426443,-20.944262329284552,0.0,1.26,19.97
1.71,0.0,0.0,0.0,742.9581697208507,0.17932247100793058,0.42631912598188626,0.0,5.62,44.63
4.25,0.0,0.0,0.0,2418.0334267965627,0.2155623464152931,-18.520603924134925,0.0,1.26,20.74
0.42,0.0,0.0,0.0,2327.8311435875025,0.217571984896569,-19.88110885306969,0.0,6.24,48.47
1.22,0.0,0.0,0.0,2668.856954966999,0.22118535085976937,-20.843293276917045,0.0,1.24,19.9
0.58,0.0,0.0,0.0,862.8813251301059,0.178430429583531,0.4150909497085736,0.0,1.24,19.22
0.7,0.0,0.0,0.0,2714.3130880721815,0.2227070906851424,-18.845080428399033,0.0,5.47,44.9
0.45,0.0,0.0,0.0,3111.449821403015,0.2188262920227628,-19.894159305658167,0.0,1.21,18.43
1.02,0.0,0.0,0.0,4021.002788916213,0.22032662960547347,-20.983339976887688,0.0,1.18,18.64
2.31,0.0,0.0,0.0,500.91859836397214,0.17971183264921586,0.4192969212727825,0.0,5.95,48.97
1.11,0.0,0.0,0.0,2647.4094152126954,0.21958369341432163,-18.64386057674454,0.0,1.24,19.07
