calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
60.89,4.92,245.24,2.24,0.0,0.0,0.0,5.16,21.98,56.5
5.98,0.0,0.0,0.0,1222.3134045950155,0.6217674237093473,-4.1415921325295075,0.0,1.81,20.25
0.54,0.0,0.0,0.0,22828.395993152997,0.8028431864146562,-68.5199742417707,0.0,1.44,48.58
7.1,0.0,0.0,0.0,1003.014248760718,0.6161572082076568,-4.041478371877397,0.0,1.33,20.45
1.29,0.0,0.0,0.0,5578.577363271306,0.7877912610261265,-67.57729480657916,0.0,1.52,19.87
6.28,0.0,0.0,0.0,1127.3747312469775,0.6161930197506708,-3.974728666322381,0.0,3.47,30.57
0.6,0.0,0.0,0.0,6907.0178731921305,0.786468737557167,-68.19249410040368,0.0,1.5,26.43
0.62,0.0,0.0,0.0,3701.743575952206,0.61364158261567,-4.05018116215094,0.0,1.42,28.79
6.84,0.0,0.0,0.0,8177.518671639422,0.8056606019280272,-70.11129179100205,0.0,1.29,17.6
0.41,0.0,0.0,0.0,1051.74036541408,0.6110136124895709,-4.06206847008719,0.0,2.42,34.75
0.43,0.0,0.0,0.0,4817.601204637067,0.7939438682272896,-69.62694673534014,0.0,1.29,18.07
4.41,0.0,0.0,0.0,1219.5699631218172,0.6013406506185274,-4.021836436664283,0.0,1.57,17.99
2.26,0.0,0.0,0.0,10185.568955059432,0.8137602260290486,-70.72419915368576,0.0,5.54,36.96
0.41,0.0,0.0,0.0,1001.217293394669,0.6162082634411999,-4.017867917196188,0.0,1.29,34.46
0.42,0.0,0.0,0.0,7600.467947244985,0.7733484141078468,-67.47441895233074,0.0,1.26,25.85
2.71,0.0,0.0,0.0,1043.8759247115963,0.6150259254991224,-4.122149664768936,0.0,13.85,41.06
4.67,0.0,0.0,0.0,6061.538050547569,0.7737958572168437,-68.9214130950932,0.0,1.43,27.92
