calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
5.22,4.6,68.18,1.05,0.0,0.0,0.0,2.51,5.99,23.19
0.6,0.0,0.0,0.0,3579.2320761302717,0.3643359218547316,-33.786492720314435,0.0,1.32,15.59
0.8,0.0,0.0,0.0,676.3802600111093,0.2800791800433592,-0.45645265409344216,0.0,1.3,16.41
0.58,0.0,0.0,0.0,3191.070255550185,0.365634302533872,-31.511892092977412,0.0,1.24,17.45
0.59,0.0,0.0,0.0,12837.951899331189,0.3731680407524955,-34.137203948157726,0.0,1.24,16.91
0.83,0.0,0.0,0.0,1169.4360587516942,0.29012017131199713,-0.5091183520693232,0.0,1.2,15.45
0.71,0.0,0.0,0.0,4622.957962920963,0.3624837498102378,-31.273902627528393,0.0,1.23,15.88
0.75,0.0,0.0,0.0,4204.869217083282,0.3624560704935077,-33.96166946906942,0.0,1.23,14.83
0.99,0.0,0.0,0.0,638.5629110808892,0.2820186549742852,-0.4562268798490712,0.0,2.05,14.77
0.56,0.0,0.0,0.0,3130.73770400294,0.3597230629946791,-31.19445665696967,0.0,1.21,16.23
0.58,0.0,0.0,0.0,3820.965206590056,0.3788361915210579,-35.44194121539823,0.0,1.27,16.93
0.61,0.0,0.0,0.0,687.146239395678,0.2833160452701199,-0.5258894034867945,0.0,1.24,17.1
0.53,0.0,0.0,0.0,16800.092628904913,0.35763994749378947,-30.967349594682016,0.0,1.2,15.8
0.61,0.0,0.0,0.0,3714.9741786377695,0.3653527545272555,-33.899181342332994,0.0,1.27,16.81
0.53,0.0,0.0,0.0,926.3112211938666,0.27904817271066956,-0.49358339479595936,0.0,1.22,18.39
0.54,0.0,0.0,0.0,4239.646993733031,0.3574914457109514,-30.905203017925604,0.0,1.24,17.54
0.52,0.0,0.0,0.0,7148.885676683102,0.3623983844631749,-34.453624669320554,0.0,1.76,15.5
