calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
35.84,5.62,377.53,5.07,0.0,0.0,0.0,92.23,15.41,56.63
0.57,0.0,0.0,0.0,1220.2643735427832,0.6782648545075686,-4.857996723435601,0.0,7.89,31.61
0.72,0.0,0.0,0.0,5391.133920854804,0.8652894318980273,-75.7754290504886,0.0,2.48,42.56
0.59,0.0,0.0,0.0,1483.34708697986,0.6726527924091186,-4.890883403009691,0.0,2.49,18.26
0.56,0.0,0.0,0.0,6513.285854497776,0.8774856385188549,-76.40762649383483,0.0,7.85,31.11
1.44,0.0,0.0,0.0,1747.8443787684014,0.6850240402950479,-4.970722829975558,0.0,6.71,32.12
0.58,0.0,0.0,0.0,6158.432494630626,0.8829275741557974,-77.59910515511044,0.0,2.44,18.23
0.61,0.0,0.0,0.0,2201.6468420146152,0.672011146915646,-4.91155833442616,0.0,2.36,51.64
0.58,0.0,0.0,0.0,6410.419640831032,0.8720773385373761,-76.51591114206315,0.0,2.46,18.09
0.5,0.0,0.0,0.0,4123.306928865077,0.6796488393322686,-4.887287010627908,0.0,3.84,33.11
0.42,0.0,0.0,0.0,8401.380284596424,0.8679364238305488,-76.24803471226956,0.0,2.46,19.1
0.4,0.0,0.0,0.0,1252.1039573949024,0.6778278333588464,-4.9521411440614,0.0,2.44,18.36
1.32,0.0,0.0,0.0,8335.7295238681,0.8808795426573045,-76.5066515707672,0.0,3.43,17.85
0.43,0.0,0.0,0.0,1205.3127061890525,0.6813322232029314,-4.934982340395838,0.0,11.71,22.19
0.4,0.0,0.0,0.0,7159.757300880981,0.8639072316923803,-75.40511539902226,0.0,2.43,17.94
0.93,0.0,0.0,0.0,1629.314349382303,0.6729144413385034,-4.920956425532118,0.0,7.8,30.93
0.4,0.0,0.0,0.0,6360.179438395996,0.8622658391942256,-75.55696603555933,0.0,8.23,41.43
