CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
0e5f008f2360,mystifying_wescoff,65.20%,186.6MiB/1.907GiB,9.56%,4.24MB/59.1kB,2,0B/0B,0,20:25:57
1a0fb41ae7a0,boring_hawking,94.47%,185.3MiB/1.907GiB,9.49%,5.86MB/67.9kB,3,0B/0B,0,20:25:57
f4b725808de8,fervent_lumiere,102.89%,195.3MiB/1.907GiB,10.00%,5.89MB/79.1kB,4,0B/0B,0,20:25:57
ecd89b9f36cb,loving_easley,63.70%,200.4MiB/1.907GiB,10.26%,6.14MB/107kB,5,0B/0B,0,20:25:57
07807f706380,keen_ptolemy,99.63%,204.6MiB/1.907GiB,10.48%,7.78MB/97.9kB,6,0B/0B,0,20:25:57
4cc6946ce941,nervous_kapitsa,74.49%,209.7MiB/1.907GiB,10.74%,7.79MB/104kB,7,0B/106kB,0,20:25:57
734efe313f87,cranky_noyce,27.08%,213.7MiB/1.907GiB,10.94%,7.79MB/128kB,8,0B/106kB,0,20:25:57
2e664d169fca,naughty_spence,99.64%,223.9MiB/1.907GiB,11.46%,7.78MB/100kB,9,0B/123kB,0,20:25:57
0e5f008f2360,mystifying_wescoff,0.00%,247.3MiB/1.907GiB,12.66%,7.78MB/130kB,2,0B/1.21MB,0,20:27:02
1a0fb41ae7a0,boring_hawking,99.98%,233.1MiB/1.907GiB,11.94%,7.76MB/120kB,3,0B/1.11MB,0,20:27:02
f4b725808de8,fervent_lumiere,0.00%,257.2MiB/1.907GiB,13.17%,7.8MB/131kB,4,0B/1.21MB,0,20:27:02
ecd89b9f36cb,loving_easley,0.08%,269.9MiB/1.907GiB,13.82%,7.82MB/222kB,5,0B/1.22MB,0,20:27:02
07807f706380,keen_ptolemy,0.00%,262.8MiB/1.907GiB,13.46%,7.79MB/200kB,6,0B/1.21MB,0,20:27:02
4cc6946ce941,nervous_kapitsa,0.00%,263MiB/1.907GiB,13.46%,7.81MB/207kB,7,0B/1.21MB,0,20:27:02
734efe313f87,cranky_noyce,0.03%,267.5MiB/1.907GiB,13.69%,7.81MB/231kB,8,0B/1.22MB,0,20:27:02
2e664d169fca,naughty_spence,0.00%,265.6MiB/1.907GiB,13.60%,7.79MB/214kB,9,0B/1.22MB,0,20:27:02
734efe313f87,cranky_noyce,0.00%,267.5MiB/1.907GiB,13.69%,7.81MB/232kB,8,0B/1.22MB,0,20:28:26
2e664d169fca,naughty_spence,0.00%,265.6MiB/1.907GiB,13.60%,7.79MB/214kB,9,0B/1.22MB,0,20:28:26
