CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
f6db2f384755,focused_hawking,99.85%,202.8MiB/1.907GiB,10.38%,5.95MB/60.1kB,12,0B/0B,0,09:36:45
1f844bdbe906,adoring_kilby,100.08%,197.8MiB/1.907GiB,10.13%,5.9MB/48.6kB,13,0B/0B,0,09:36:45
f6db2f384755,focused_hawking,65.49%,211.3MiB/1.907GiB,10.82%,9.1MB/107kB,12,0B/0B,0,09:36:55
1f844bdbe906,adoring_kilby,74.13%,207.9MiB/1.907GiB,10.65%,9.08MB/90kB,13,0B/0B,0,09:36:55
f6db2f384755,focused_hawking,99.88%,228.1MiB/1.907GiB,11.68%,9.13MB/113kB,12,0B/0B,0,09:37:04
1f844bdbe906,adoring_kilby,99.46%,218.5MiB/1.907GiB,11.18%,9.08MB/91.3kB,13,0B/0B,0,09:37:04
f6db2f384755,focused_hawking,99.90%,250.7MiB/1.907GiB,12.83%,9.13MB/115kB,12,0B/0B,0,09:37:13
1f844bdbe906,adoring_kilby,99.90%,245.4MiB/1.907GiB,12.57%,9.08MB/95.1kB,13,0B/49.2kB,0,09:37:13
