CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
9a4080cc3da2,priceless_fermi,102.00%,154.4MiB/1.907GiB,7.91%,332kB/13kB,2,0B/0B,0,18:16:56
017e4dad2a87,optimistic_spence8,101.96%,144MiB/1.907GiB,7.37%,1.75MB/27.7kB,3,0B/0B,0,18:16:56
17d2a6e5e820,distracted_albattani,102.69%,145.8MiB/1.907GiB,7.46%,1.75MB/25.2kB,4,0B/0B,0,18:16:56
caf36bb8939c,wizardly_mahavira,23.82%,161.4MiB/1.907GiB,8.27%,1.79MB/32.1kB,5,0B/0B,0,18:16:56
17f81b6197bc,competent_shtern,102.74%,162.3MiB/1.907GiB,8.31%,2.5MB/39kB,6,0B/0B,0,18:16:56
f61f660e84f1,naughty_poincare,102.66%,242.2MiB/1.907GiB,12.40%,12.4MB/47.1kB,7,0B/0B,0,18:16:56
57c402aa7387,hardcore_saha,102.23%,246.8MiB/1.907GiB,12.64%,12.5MB/69.3kB,8,0B/0B,0,18:16:56
1290391ef656,tender_neumann,102.96%,244.5MiB/1.907GiB,12.52%,12.4MB/54.4kB,9,0B/0B,0,18:16:56
9a4080cc3da2,priceless_fermi,0.00%,206.7MiB/1.907GiB,10.58%,12.6MB/49.8kB,2,0B/0B,0,18:24:57
017e4dad2a87,optimistic_spence8,100.09%,243.3MiB/1.907GiB,12.46%,12.4MB/54.6kB,3,0B/0B,0,18:24:57
17d2a6e5e820,distracted_albattani,98.99%,204.5MiB/1.907GiB,10.47%,12.6MB/52.5kB,4,0B/0B,0,18:24:57
caf36bb8939c,wizardly_mahavira,100.49%,194.5MiB/1.907GiB,9.96%,14MB/71kB,5,0B/0B,0,18:24:57
17f81b6197bc,competent_shtern,102.84%,193.2MiB/1.907GiB,9.89%,13.9MB/83.2kB,6,0B/0B,0,18:24:57
f61f660e84f1,naughty_poincare,11.13%,197.4MiB/1.907GiB,10.11%,15.8MB/114kB,7,0B/0B,0,18:24:57
57c402aa7387,hardcore_saha,101.72%,203.2MiB/1.907GiB,10.40%,15.8MB/109kB,8,0B/0B,0,18:24:57
1290391ef656,tender_neumann,0.00%,208.1MiB/1.907GiB,10.66%,15.8MB/116kB,9,0B/1.06MB,0,18:24:57
9a4080cc3da2,priceless_fermi,0.00%,205.6MiB/1.907GiB,10.53%,15.8MB/106kB,2,0B/1.06MB,0,18:25:57
017e4dad2a87,optimistic_spence8,99.72%,215.6MiB/1.907GiB,11.04%,15.8MB/119kB,3,0B/1.08MB,0,18:25:57
17d2a6e5e820,distracted_albattani,100.31%,224.3MiB/1.907GiB,11.48%,15.8MB/123kB,4,0B/1.18MB,0,18:25:57
caf36bb8939c,wizardly_mahavira,103.29%,232.1MiB/1.907GiB,11.88%,15.8MB/99.3kB,5,0B/1.3MB,0,18:25:57
17f81b6197bc,competent_shtern,102.53%,231.5MiB/1.907GiB,11.85%,15.8MB/129kB,6,0B/2.17MB,0,18:25:57
f61f660e84f1,naughty_poincare,34.07%,288.7MiB/1.907GiB,14.78%,15.8MB/272kB,7,0B/2.17MB,0,18:25:57
57c402aa7387,hardcore_saha,0.05%,308.7MiB/1.907GiB,15.81%,15.9MB/1.31MB,8,0B/2.17MB,0,18:25:57
1290391ef656,tender_neumann,0.00%,331MiB/1.907GiB,16.95%,15.8MB/1.34MB,9,8.19kB/2.17MB,0,18:25:57
017e4dad2a87,optimistic_spence8,39.14%,17.45MiB/1.907GiB,0.89%,15.8MB/1.33MB,3,0B/2.17MB,0,18:27:27
17d2a6e5e820,distracted_albattani,0.00%,16.21MiB/1.907GiB,0.83%,15.8MB/1.33MB,4,0B/2.17MB,0,18:27:27
caf36bb8939c,wizardly_mahavira,0.00%,331.1MiB/1.907GiB,16.95%,15.8MB/1.32MB,5,0B/1.9MB,0,18:27:27
17f81b6197bc,competent_shtern,0.00%,329.9MiB/1.907GiB,16.89%,15.8MB/1.31MB,6,0B/2.17MB,0,18:27:27
f61f660e84f1,naughty_poincare,0.00%,306.2MiB/1.907GiB,15.68%,15.8MB/1.39MB,7,0B/2.17MB,0,18:27:27
57c402aa7387,hardcore_saha,0.00%,308.7MiB/1.907GiB,15.81%,15.9MB/1.31MB,8,0B/2.17MB,0,18:27:27
1290391ef656,tender_neumann,0.00%,331MiB/1.907GiB,16.95%,15.8MB/1.34MB,9,8.19kB/2.17MB,0,18:27:27
