calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
7.04,4.61,80.45,1.09,0.0,0.0,0.0,7.42,7.9,26.42
0.6,0.0,0.0,0.0,1096.754585036026,0.678404060935756,-4.73046498010119,0.0,1.31,14.65
1.88,0.0,0.0,0.0,4291.859688258082,0.8442096178701498,-73.47525989919946,0.0,4.29,20.55
1.94,0.0,0.0,0.0,1135.4768654401569,0.6660987718433035,-4.762564519609102,0.0,3.81,19.8
0.6,0.0,0.0,0.0,6346.48283477661,0.8636004917916701,-74.54331661408742,0.0,1.25,16.92
0.58,0.0,0.0,0.0,1150.2285111491697,0.6750414714438224,-4.694655463285819,0.0,2.7,19.71
1.38,0.0,0.0,0.0,3993.765879483205,0.8809032374217219,-77.02642039536074,0.0,1.21,14.81
0.59,0.0,0.0,0.0,1059.063304094407,0.69331207178265,-4.8005194828763,0.0,1.43,14.73
2.07,0.0,0.0,0.0,6653.987842289509,0.873223792392523,-76.48758193943962,0.0,4.05,21.24
0.58,0.0,0.0,0.0,1300.8120198776458,0.6786169246891844,-4.8179055648555025,0.0,1.23,14.86
0.55,0.0,0.0,0.0,5036.726254998438,0.8449181143650806,-73.7661314002179,0.0,1.24,16.76
1.14,0.0,0.0,0.0,1012.6738630323896,0.6963458115069138,-4.79087838271624,0.0,3.81,18.57
0.44,0.0,0.0,0.0,7366.43493168577,0.8463523995827062,-73.04756596925338,0.0,2.31,15.67
0.48,0.0,0.0,0.0,1124.3551107197518,0.6793220989500472,-4.898691536900451,0.0,4.03,17.84
0.47,0.0,0.0,0.0,5217.740064549964,0.8318324563513693,-73.57355335246825,0.0,1.32,14.99
0.58,0.0,0.0,0.0,2514.5079210333197,0.6622404457902429,-4.539047442579835,0.0,3.97,20.54
0.5,0.0,0.0,0.0,5435.082417576657,0.8454676373747813,-73.25469509136755,0.0,2.26,21.22
