calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
6.81,4.58,116.33,1.11,0.0,0.0,0.0,15.31,9.2,30.27
2.37,0.0,0.0,0.0,2870.6657364783828,0.21845457525659073,-20.16634219740376,0.0,3.26,18.89
2.41,0.0,0.0,0.0,4002.751149896397,0.2053753832510499,-19.621843375509822,0.0,1.23,24.66
2.42,0.0,0.0,0.0,591.7019019721616,0.17374452375938082,0.4510420435498439,0.0,6.05,18.65
2.35,0.0,0.0,0.0,2958.760806550873,0.2117756825551188,-18.04767105562579,0.0,1.21,21.39
2.63,0.0,0.0,0.0,2709.7203215192985,0.21740670813437535,-19.345576783114396,0.0,1.22,21.27
2.37,0.0,0.0,0.0,4555.137599721202,0.2140604413007988,-20.556345668066307,0.0,1.77,17.52
2.37,0.0,0.0,0.0,2979.8804071755585,0.1695359583654736,0.433695749774149,0.0,2.83,17.53
0.58,0.0,0.0,0.0,23356.591196355923,0.2072440316686117,-17.618059302754574,0.0,1.23,21.55
0.8,0.0,0.0,0.0,10391.254797637748,0.21649839841995172,-19.711036786671077,0.0,5.85,19.76
2.01,0.0,0.0,0.0,3344.1750231899773,0.20971041052261755,-19.616640114829227,0.0,2.8,16.9
0.44,0.0,0.0,0.0,482.07482722503426,0.17582611276295038,0.44781990340035016,0.0,6.0,17.44
0.86,0.0,0.0,0.0,4753.482407761663,0.21796171235190265,-18.79593843145381,0.0,3.08,16.64
0.43,0.0,0.0,0.0,3821.2373742533614,0.22047458348565707,-20.10668533919132,0.0,1.29,21.24
2.15,0.0,0.0,0.0,3346.3564649388663,0.21121476640797615,-20.006280046900343,0.0,3.99,20.52
0.41,0.0,0.0,0.0,603.2558470492669,0.16836035010431094,0.43584644111800686,0.0,1.23,21.13
0.4,0.0,0.0,0.0,4953.271291249624,0.21052047350961947,-17.700967001976164,0.0,1.23,21.15
