CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
badc8a69e587,sleepy_hodgkin,0.00%,160.4MiB/1.907GiB,8.21%,1.79MB/29.5kB,2,0B/0B,0,17:59:41
aa166aa1c4ff,priceless_mahavira,0.00%,158.6MiB/1.907GiB,8.12%,1.8MB/37.9kB,3,172kB/0B,0,17:59:41
1dbdf043cc12,amazing_tesla6,98.28%,242MiB/1.907GiB,12.39%,12.4MB/51.3kB,4,0B/0B,0,17:59:41
a56f264837d5,cranky_cray,99.07%,241.9MiB/1.907GiB,12.39%,12.5MB/55.2kB,5,0B/0B,0,17:59:41
ad3d29baad0b,stoic_shockley,103.82%,244.2MiB/1.907GiB,12.50%,12.4MB/47.9kB,6,0B/0B,0,17:59:41
12a3ed6b4dce,condescending_mcclintock,97.70%,241.4MiB/1.907GiB,12.36%,12.5MB/60.4kB,7,0B/0B,0,17:59:41
25da92fa7fd3,agitated_pike0,94.84%,244.7MiB/1.907GiB,12.53%,12.5MB/64.4kB,8,0B/0B,0,17:59:41
22aae58823b6,hardcore_shaw,82.10%,243.8MiB/1.907GiB,12.48%,12.4MB/53.8kB,9,0B/0B,0,17:59:41
badc8a69e587,sleepy_hodgkin,0.00%,206.4MiB/1.907GiB,10.57%,12.6MB/44.3kB,2,0B/0B,0,18:00:45
aa166aa1c4ff,priceless_mahavira,0.00%,203.8MiB/1.907GiB,10.44%,12.6MB/63.1kB,3,172kB/0B,0,18:00:45
1dbdf043cc12,amazing_tesla6,6.41%,192.7MiB/1.907GiB,9.87%,13.9MB/63.6kB,4,0B/0B,0,18:00:45
a56f264837d5,cranky_cray,26.97%,195MiB/1.907GiB,9.99%,14MB/75kB,5,0B/0B,0,18:00:45
ad3d29baad0b,stoic_shockley,0.00%,196.1MiB/1.907GiB,10.04%,14.1MB/86.3kB,6,0B/0B,0,18:00:45
12a3ed6b4dce,condescending_mcclintock,0.29%,194MiB/1.907GiB,9.93%,15.8MB/111kB,7,0B/0B,0,18:00:45
25da92fa7fd3,agitated_pike0,101.17%,206MiB/1.907GiB,10.55%,15.8MB/109kB,8,0B/795kB,0,18:00:45
22aae58823b6,hardcore_shaw,0.00%,208.4MiB/1.907GiB,10.67%,15.8MB/92.3kB,9,0B/1.59MB,0,18:00:45
badc8a69e587,sleepy_hodgkin,99.49%,216.6MiB/1.907GiB,11.09%,15.8MB/84.9kB,2,0B/1.08MB,0,18:01:55
aa166aa1c4ff,priceless_mahavira,95.65%,230MiB/1.907GiB,11.78%,15.8MB/109kB,3,172kB/1.7MB,0,18:01:55
1dbdf043cc12,amazing_tesla6,102.12%,229.6MiB/1.907GiB,11.76%,15.8MB/99kB,4,0B/2.06MB,0,18:01:55
a56f264837d5,cranky_cray,100.40%,238.6MiB/1.907GiB,12.22%,15.8MB/105kB,5,0B/2.7MB,0,18:01:55
ad3d29baad0b,stoic_shockley,0.00%,330.2MiB/1.907GiB,16.91%,15.8MB/1.3MB,6,0B/2.17MB,0,18:01:55
12a3ed6b4dce,condescending_mcclintock,1.53%,325.4MiB/1.907GiB,16.66%,15.8MB/1.32MB,7,520kB/2.7MB,0,18:01:55
25da92fa7fd3,agitated_pike0,0.00%,325.3MiB/1.907GiB,16.65%,15.8MB/1.31MB,8,229kB/1.9MB,0,18:01:55
22aae58823b6,hardcore_shaw,0.03%,329.5MiB/1.907GiB,16.87%,15.8MB/1.29MB,9,901kB/2.7MB,0,18:01:55
25da92fa7fd3,agitated_pike0,0.00%,325.3MiB/1.907GiB,16.65%,15.8MB/1.31MB,8,229kB/1.9MB,0,18:03:12
22aae58823b6,hardcore_shaw,0.00%,329.5MiB/1.907GiB,16.87%,15.8MB/1.29MB,9,901kB/2.7MB,0,18:03:12
25da92fa7fd3,agitated_pike0,0.00%,325.3MiB/1.907GiB,16.65%,15.8MB/1.31MB,8,229kB/1.9MB,0,18:03:28
22aae58823b6,hardcore_shaw,0.03%,329.5MiB/1.907GiB,16.87%,15.8MB/1.29MB,9,901kB/2.7MB,0,18:03:28
