calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
8.55,4.33,106.14,1.25,0.0,0.0,0.0,8.54,7.84,25.76
0.56,0.0,0.0,0.0,1379.7235854496016,0.7036335072901512,-5.176929208421416,0.0,4.81,20.61
0.99,0.0,0.0,0.0,6773.362556389239,0.8991137771738905,-78.4904587648875,0.0,2.5,16.76
0.58,0.0,0.0,0.0,1369.9620907595215,0.7036831742054567,-5.173383151479194,0.0,4.84,20.18
0.72,0.0,0.0,0.0,7719.464138327426,0.8805390221818366,-77.38076850086658,0.0,4.84,19.24
0.96,0.0,0.0,0.0,2678.994287623246,0.6930281369468808,-5.046086172460962,0.0,2.48,17.12
0.9,0.0,0.0,0.0,6127.002409151044,0.8994546504582738,-78.10087753192883,0.0,3.92,17.47
0.75,0.0,0.0,0.0,1665.6262148608575,0.6941692151205896,-5.033670953253949,0.0,4.08,19.54
0.59,0.0,0.0,0.0,6397.75303582001,0.9010627186057124,-78.39301959519715,0.0,2.57,14.83
0.74,0.0,0.0,0.0,1539.824978898098,0.6957844985992366,-5.072850469916124,0.0,2.44,15.16
0.73,0.0,0.0,0.0,5393.143371515845,0.8892983052742418,-77.52828099536646,0.0,2.71,14.79
1.17,0.0,0.0,0.0,1151.9409077660189,0.7045617237935229,-5.170108016219865,0.0,4.73,20.25
0.47,0.0,0.0,0.0,6286.542128400701,0.8851472824494259,-78.31452969302217,0.0,4.79,18.27
0.5,0.0,0.0,0.0,3051.8949302450997,0.7047398955227454,-5.2420954345003,0.0,2.49,16.43
0.58,0.0,0.0,0.0,5842.515498238193,0.8966693206731435,-78.95431068330844,0.0,2.41,16.53
1.1,0.0,0.0,0.0,1502.0701986321596,0.7035915529312694,-5.174178975269076,0.0,4.76,19.47
0.46,0.0,0.0,0.0,10257.153303234252,0.89055675140427,-77.90607026559756,0.0,2.78,16.52
