CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
a05ee91ef307,wonderful_poitras,101.37%,190.1MiB/1.907GiB,9.74%,5.47MB/95.8kB,2,0B/0B,0,21:50:35
a8f35f64c287,gallant_lamarr,2.66%,205.1MiB/1.907GiB,10.50%,7.34MB/94.9kB,3,0B/0B,0,21:50:35
a56d1c6305c9,distracted_snyder,84.35%,210.4MiB/1.907GiB,10.77%,7.35MB/104kB,4,0B/0B,0,21:50:35
22378e761a4e,nifty_swirles,101.54%,221.7MiB/1.907GiB,11.35%,7.34MB/101kB,5,0B/811kB,0,21:50:35
a4f1362b28ed,kind_almeida,101.66%,227.2MiB/1.907GiB,11.63%,7.33MB/97.4kB,6,0B/1.7MB,0,21:50:35
9ec5c5d15919,suspicious_swartz1,100.77%,221.9MiB/1.907GiB,11.36%,7.34MB/104kB,7,0B/1.17MB,0,21:50:35
4212e8c4ea87,hardcore_johnson,29.42%,278.8MiB/1.907GiB,14.27%,7.38MB/117kB,8,0B/1.11MB,0,21:50:35
8cf4b8b0777c,quirky_joliot,0.00%,320.6MiB/1.907GiB,16.42%,7.36MB/1.47MB,9,0B/2.17MB,0,21:50:35
a4f1362b28ed,kind_almeida,0.00%,324.3MiB/1.907GiB,16.60%,7.35MB/1.29MB,6,0B/2.7MB,0,21:51:55
9ec5c5d15919,suspicious_swartz1,0.00%,318.3MiB/1.907GiB,16.30%,7.35MB/1.29MB,7,0B/1.38MB,0,21:51:55
4212e8c4ea87,hardcore_johnson,0.00%,324.2MiB/1.907GiB,16.60%,7.39MB/1.29MB,8,0B/1.11MB,0,21:51:55
8cf4b8b0777c,quirky_joliot,0.00%,320.6MiB/1.907GiB,16.42%,7.37MB/1.47MB,9,0B/2.17MB,0,21:51:55
