calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
5.96,4.64,73.24,1.3,0.0,0.0,0.0,4.97,4.76,25.53
0.73,0.0,0.0,0.0,3192.1180561493843,0.22761527139115023,-21.14245678371204,0.0,1.89,19.44
0.71,0.0,0.0,0.0,2687.510662569505,0.21802712692250148,-20.476988183250217,0.0,1.25,20.39
0.68,0.0,0.0,0.0,491.8123629024807,0.1769022277830096,0.4282231963211474,0.0,1.25,19.5
0.9,0.0,0.0,0.0,2725.403105391749,0.22094075666517,-18.905045479106413,0.0,1.91,19.29
1.53,0.0,0.0,0.0,6743.173698962538,0.2206152287898102,-20.333743920255554,0.0,1.34,18.36
0.69,0.0,0.0,0.0,2743.0169706738097,0.21880714691210096,-20.50307686612662,0.0,1.9,20.04
0.8,0.0,0.0,0.0,616.5858943491023,0.1830215934935516,0.401817315509478,0.0,1.22,19.42
1.24,0.0,0.0,0.0,2718.6940627154954,0.22411517590615632,-19.075747543941993,0.0,1.23,19.03
1.17,0.0,0.0,0.0,4320.859407129587,0.22557717337295177,-20.449468605749267,0.0,1.91,17.6
0.46,0.0,0.0,0.0,2549.5480915799903,0.22237932855945897,-20.865865598660747,0.0,1.59,17.14
1.17,0.0,0.0,0.0,507.68836100527705,0.17471458061933953,0.4141559139464184,0.0,2.0,19.92
1.16,0.0,0.0,0.0,3199.088607967473,0.21540327426068692,-18.037782510510738,0.0,1.92,17.09
1.04,0.0,0.0,0.0,10351.228988854176,0.22139542664979184,-19.643802898594668,0.0,1.43,18.19
0.45,0.0,0.0,0.0,1.423988093179548e6,0.21940633339266785,-20.839289234462733,0.0,1.32,18.59
0.54,0.0,0.0,0.0,906.456953908634,0.18350937105762027,0.403256635199051,0.0,1.23,18.84
0.44,0.0,0.0,0.0,3845.1458966926994,0.22126364309068744,-18.532128549053276,0.0,1.7,18.92
