CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
d5838a8f236e,gracious_hamilton3,90.21%,193.1MiB/1.907GiB,9.89%,7.22MB/137kB,2,0B/0B,0,22:46:29
d4d974b3126a,blissful_ardinghelli,72.58%,208.7MiB/1.907GiB,10.69%,7.35MB/138kB,3,0B/1.06MB,0,22:46:29
1bb80239e67c,amazing_lumiere,0.00%,213.8MiB/1.907GiB,10.95%,7.35MB/106kB,4,0B/270kB,0,22:46:29
ab4b0a145310,agitated_chandrasekhar,101.29%,219.4MiB/1.907GiB,11.23%,7.34MB/102kB,5,0B/16.4kB,0,22:46:29
009902a69fd1,sleepy_austin6,105.04%,231.6MiB/1.907GiB,11.86%,7.35MB/131kB,6,0B/909kB,0,22:46:29
dbe366e6ab46,musing_raman,103.09%,242.1MiB/1.907GiB,12.40%,7.34MB/129kB,7,0B/1.18MB,0,22:46:29
623e2f461636,stoic_austin,0.00%,230.7MiB/1.907GiB,11.81%,7.36MB/149kB,8,0B/1.11MB,0,22:46:29
663ede9f0fd7,frosty_raman,7.44%,286.5MiB/1.907GiB,14.67%,7.34MB/239kB,9,0B/1.11MB,0,22:46:29
d5838a8f236e,gracious_hamilton3,0.00%,15.92MiB/1.907GiB,0.81%,7.4MB/1.35MB,2,0B/1.11MB,0,22:47:37
d4d974b3126a,blissful_ardinghelli,0.00%,324.3MiB/1.907GiB,16.61%,7.39MB/1.39MB,3,0B/2.17MB,0,22:47:37
1bb80239e67c,amazing_lumiere,0.00%,328.9MiB/1.907GiB,16.84%,7.39MB/1.31MB,4,0B/1.38MB,0,22:47:37
ab4b0a145310,agitated_chandrasekhar,0.00%,312.1MiB/1.907GiB,15.98%,7.35MB/1.29MB,5,0B/1.11MB,0,22:47:37
009902a69fd1,sleepy_austin6,0.00%,323.6MiB/1.907GiB,16.57%,7.37MB/1.4MB,6,0B/1.9MB,0,22:47:37
dbe366e6ab46,musing_raman,0.00%,323MiB/1.907GiB,16.54%,7.36MB/1.33MB,7,0B/2.17MB,0,22:47:37
623e2f461636,stoic_austin,0.00%,326MiB/1.907GiB,16.69%,7.38MB/1.33MB,8,0B/1.11MB,0,22:47:37
663ede9f0fd7,frosty_raman,0.00%,331.7MiB/1.907GiB,16.98%,7.35MB/1.28MB,9,0B/1.11MB,0,22:47:37
