CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
3bd626a23e9a,focused_jackson,100.55%,240.3MiB/1.907GiB,12.31%,12.4MB/44.6kB,2,0B/0B,0,17:33:12
cc4096df2835,condescending_nobel,99.68%,247.2MiB/1.907GiB,12.66%,12.4MB/41.7kB,3,0B/0B,0,17:33:12
9d0ca3cb2c0f,zen_lamarr,99.19%,239.8MiB/1.907GiB,12.28%,12.4MB/59.1kB,4,0B/0B,0,17:33:12
228787d5a9d1,practical_goldstine,100.03%,242.5MiB/1.907GiB,12.42%,12.4MB/40.7kB,5,0B/0B,0,17:33:12
ac3f504f6957,reverent_nobel4,99.36%,215.2MiB/1.907GiB,11.02%,13.8MB/44.6kB,6,0B/0B,0,17:33:12
e1c232a56550,nostalgic_lichterman1,58.08%,196.5MiB/1.907GiB,10.06%,15.8MB/89.6kB,7,0B/0B,0,17:33:12
146642d2a6cb,vigorous_kalam,0.00%,205.6MiB/1.907GiB,10.53%,15.8MB/71.7kB,8,0B/1.59MB,0,17:33:12
2a3dba72eb3b,keen_curie,0.00%,203.6MiB/1.907GiB,10.43%,15.8MB/85.8kB,9,0B/1.06MB,0,17:33:12
