CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
f3b707ebb005,youthful_gates,82.20%,159.1MiB/1.907GiB,8.15%,951kB/17.7kB,2,0B/0B,0,08:56:26
70b8df99aee5,nervous_tesla,0.00%,162.6MiB/1.907GiB,8.32%,1.79MB/38.6kB,3,0B/0B,0,08:56:26
e5900f783ff7,hardcore_visvesvaraya,0.00%,153.7MiB/1.907GiB,7.87%,1.79MB/50.8kB,4,0B/0B,0,08:56:26
34f87604cfe8,gracious_lewin3,0.00%,158.7MiB/1.907GiB,8.12%,1.83MB/46.7kB,5,0B/0B,0,08:56:26
7b2bc908911a,elastic_zhukovsky,0.00%,161.6MiB/1.907GiB,8.27%,718kB/16.7kB,6,0B/0B,0,08:56:26
4bed0e08d2f9,suspicious_lumiere,0.00%,143.6MiB/1.907GiB,7.35%,1.72MB/32.3kB,7,0B/0B,0,08:56:26
6a60c1d5d40c,kind_swartz,0.00%,146.4MiB/1.907GiB,7.50%,1.73MB/45.9kB,8,0B/0B,0,08:56:26
68a886ca43ff,peaceful_elbakyan,0.00%,153.5MiB/1.907GiB,7.86%,1.79MB/48.9kB,9,0B/0B,0,08:56:26
f3b707ebb005,youthful_gates,0.00%,157.6MiB/1.907GiB,8.07%,1.78MB/29.9kB,2,0B/0B,0,08:57:41
70b8df99aee5,nervous_tesla,70.58%,184.3MiB/1.907GiB,9.44%,4.14MB/52.8kB,3,0B/0B,0,08:57:41
e5900f783ff7,hardcore_visvesvaraya,0.00%,175.9MiB/1.907GiB,9.00%,4.16MB/71.9kB,4,0B/0B,0,08:57:41
34f87604cfe8,gracious_lewin3,0.00%,180.4MiB/1.907GiB,9.24%,4.19MB/64.8kB,5,0B/0B,0,08:57:41
7b2bc908911a,elastic_zhukovsky,99.18%,198.2MiB/1.907GiB,10.15%,5.64MB/83.2kB,6,0B/0B,0,08:57:41
4bed0e08d2f9,suspicious_lumiere,0.00%,194.1MiB/1.907GiB,9.94%,5.57MB/85.6kB,7,0B/0B,0,08:57:41
6a60c1d5d40c,kind_swartz,0.00%,197.1MiB/1.907GiB,10.09%,5.67MB/91.6kB,8,0B/0B,0,08:57:41
68a886ca43ff,peaceful_elbakyan,0.00%,187.8MiB/1.907GiB,9.62%,5.68MB/91kB,9,0B/0B,0,08:57:41
f3b707ebb005,youthful_gates,97.07%,201.4MiB/1.907GiB,10.31%,7.33MB/82.1kB,2,0B/0B,0,08:58:56
